0.0 0.039580085653133944	0.02766591040424306	0.01787107679529214
0.2 0.039170836314407695	0.029926906499400392	0.023395248589797565
0.4 0.03885224472712963	0.036291166131822136	0.04115147448025861
0.6 0.040319255239481586	0.046048823485161455	0.07406980486515688
0.8 0.04491090254889716	0.059222258063818145	0.1256589731504959
1.0 0.05334954629339232	0.07648651279738913	0.2001848935690833
1.2 0.06569270194053181	0.0986220551405778	0.3016334820753765
1.4 0.08096570191168194	0.1250536609465942	0.43342501124379956
1.6 0.09722028495389604	0.15388397540465631	0.5934420945562354
2.0 0.11389794383838185	0.21004772039114958	0.7625377386086843
3.0 0.1329142783983196	0.25457079872509114	2.0386565880608614
5.0 0.08722541923433617 0.1917106542300449  3.735762810655259
