         0.0000000         0.5803126
         0.0500000         0.5786468
         0.1000000         0.5736700
         0.1500000         0.5654445
         0.2000000         0.5540766
         0.2500000         0.5397201
         0.3000000         0.5225807
         0.3500000         0.5029206
         0.4000000         0.4810615
         0.4500000         0.4573809
         0.5000000         0.4322959
         0.5500000         0.4062236
         0.6000000         0.3795167
         0.6500000         0.3511769
         0.7000000         0.3222862
         0.7500000         0.2933761
         0.8000000         0.2647280
         0.8500000         0.2365733
         0.9000000         0.2075379
         0.9500000         0.1811075
         1.0000000         0.1560260
         1.0500000         0.1324978
         1.1000000         0.1107033
         1.1500000         0.0908049
         1.2000000         0.0729495
         1.2500000         0.0572616
         1.3000000         0.0438242
         1.3500000         0.0326521
         1.4000000         0.0236718
         1.4500000         0.0167197
         1.5000000         0.0115604
         1.5500000         0.0079101
         1.5600000         0.0073336
         1.5700000         0.0068020
         1.5800000         0.0063125
         1.5900000         0.0058621
         1.6000000         0.0054477
         1.6100000         0.0050659
         1.6200000         0.0047139
         1.6300000         0.0043889
         1.6400000         0.0040884
         1.6410000         0.0040597
         1.6420000         0.0040311
         1.6430000         0.0040028
         1.6440000         0.0039747
         1.6450000         0.0039468
         1.6460000         0.0039191
         1.6470000         0.0038917
         1.6480000         0.0038644
