         0.0000000         0.7071648
         0.0100000         0.7071472
         0.0200000         0.7070940
         0.0300000         0.7070056
         0.0400000         0.7068817
         0.0500000         0.7067223
         0.0600000         0.7065272
         0.0700000         0.7062964
         0.0800000         0.7060298
         0.0900000         0.7057273
         0.1000000         0.7053886
         0.1100000         0.7050135
         0.1200000         0.7046020
         0.1300000         0.7041537
         0.1400000         0.7036684
         0.1500000         0.7031458
         0.1600000         0.7025857
         0.1700000         0.7019877
         0.1800000         0.7013515
         0.1900000         0.7006767
         0.2000000         0.6999630
         0.2100000         0.6992098
         0.2200000         0.6984168
         0.2300000         0.6975836
         0.2400000         0.6967094
         0.2500000         0.6957940
         0.2600000         0.6948365
         0.2700000         0.6938366
         0.2800000         0.6927934
         0.2900000         0.6917064
         0.3000000         0.6905747
         0.3100000         0.6893977
         0.3200000         0.6881745
         0.3300000         0.6869042
         0.3400000         0.6855859
         0.3500000         0.6842186
         0.3600000         0.6828013
         0.3700000         0.6813330
         0.3800000         0.6798123
         0.3900000         0.6782382
         0.4000000         0.6766093
         0.4100000         0.6749241
         0.4200000         0.6731811
         0.4300000         0.6713789
         0.4400000         0.6695157
         0.4500000         0.6675897
         0.4600000         0.6655988
         0.4700000         0.6635412
         0.4800000         0.6614145
         0.4900000         0.6592164
         0.5000000         0.6569443
         0.5100000         0.6545954
         0.5200000         0.6521667
         0.5300000         0.6496551
         0.5400000         0.6470570
         0.5500000         0.6443687
         0.5600000         0.6415860
         0.5700000         0.6387043
         0.5800000         0.6357188
         0.5900000         0.6326241
         0.6000000         0.6294141
         0.6100000         0.6260822
         0.6200000         0.6226211
         0.6300000         0.6190225
         0.6400000         0.6152773
         0.6500000         0.6113751
         0.6600000         0.6073040
         0.6700000         0.6030508
         0.6800000         0.5985997
         0.6900000         0.5939330
         0.7000000         0.5890296
         0.7100000         0.5838646
         0.7200000         0.5784082
         0.7300000         0.5726241
         0.7400000         0.5664674
         0.7500000         0.5598816
         0.7600000         0.5527933
         0.7700000         0.5451051
         0.7800000         0.5366816
         0.7900000         0.5273259
         0.8000000         0.5167301
         0.8100000         0.5043608
         0.8200000         0.4891229
         0.8300000         0.4678191
         0.8310000         0.4649821
         0.8320000         0.4619031
         0.8330000         0.4585114
         0.8340000         0.4546918
         0.8350000         0.4502352
         0.8360000         0.4446710
         0.8370000         0.4362215
