         0.0000000         0.6392537
         0.0500000         0.6384576
         0.1000000         0.6360672
         0.1500000         0.6320819
         0.2000000         0.6265001
         0.2500000         0.6193200
         0.3000000         0.6105406
         0.3500000         0.6001619
         0.4000000         0.5881864
         0.4500000         0.5746196
         0.5000000         0.5594711
         0.5500000         0.5427553
         0.6000000         0.5244918
         0.6500000         0.5047037
         0.7000000         0.4834138
         0.7500000         0.4606372
         0.8000000         0.4363671
         0.8500000         0.4105536
         0.9000000         0.3811363
         0.9500000         0.3521724
         1.0000000         0.3216904
         1.0500000         0.2895990
         1.1000000         0.2557899
         1.1500000         0.2202926
         1.2000000         0.1836456
         1.2100000         0.1762828
         1.2200000         0.1689376
         1.2300000         0.1616219
         1.2400000         0.1543459
         1.2500000         0.1471174
         1.2600000         0.1399415
         1.2700000         0.1328203
         1.2800000         0.1257529
         1.2900000         0.1187366
         1.3000000         0.1102218
         1.3100000         0.1034822
         1.3200000         0.0971168
         1.3300000         0.0913148
         1.3310000         0.0907636
         1.3320000         0.0902067
         1.3330000         0.0896063
