         0.0000000         0.5962785
         0.0500000         0.5949660
         0.1000000         0.5910396
         0.1500000         0.5845324
         0.2000000         0.5755008
         0.2500000         0.5640259
         0.3000000         0.5502154
         0.3500000         0.5342062
         0.4000000         0.5161657
         0.4500000         0.4962934
         0.5000000         0.4748176
         0.5500000         0.4519870
         0.6000000         0.4280518
         0.6500000         0.4032313
         0.7000000         0.3776740
         0.7500000         0.3514231
         0.8000000         0.3244111
         0.8500000         0.2965045
         0.9000000         0.2676099
         0.9500000         0.2374420
         1.0000000         0.2102894
         1.0500000         0.1836803
         1.1000000         0.1578846
         1.1500000         0.1332778
         1.2000000         0.1116802
         1.2500000         0.0910042
         1.3000000         0.0723653
         1.3500000         0.0560383
         1.4000000         0.0422320
         1.4500000         0.0310413
         1.5000000         0.0224414
         1.5100000         0.0210220
         1.5200000         0.0196983
         1.5300000         0.0184674
         1.5400000         0.0173249
         1.5500000         0.0162657
         1.5600000         0.0152840
         1.5610000         0.0151899
         1.5620000         0.0150965
         1.5630000         0.0150038
         1.5640000         0.0149118
         1.5650000         0.0148205
         1.5660000         0.0147298
         1.5670000         0.0146398
         1.5680000         0.0145505
         1.5690000         0.0144616
         1.5700000         0.0143728
