         0.0000000         0.6655838
         0.0500000         0.6649608
         0.1000000         0.6630895
         0.1500000         0.6599597
         0.2000000         0.6555548
         0.2500000         0.6498513
         0.3000000         0.6428180
         0.3500000         0.6344161
         0.4000000         0.6245977
         0.4500000         0.6133057
         0.5000000         0.6004715
         0.5500000         0.5860139
         0.6000000         0.5698358
         0.6500000         0.5518200
         0.7000000         0.5318216
         0.7500000         0.5096557
         0.8000000         0.4850737
         0.8500000         0.4570382
         0.9000000         0.4264765
         0.9500000         0.3919963
         0.9600000         0.3845325
         0.9700000         0.3768495
         0.9800000         0.3689313
         0.9900000         0.3607577
         1.0000000         0.3523059
         1.0100000         0.3435509
         1.0200000         0.3344588
         1.0300000         0.3249931
         1.0400000         0.3151075
         1.0500000         0.3047484
         1.0600000         0.2938492
         1.0700000         0.2823318
         1.0800000         0.2701041
         1.0900000         0.2570625
         1.1000000         0.2430956
         1.1100000         0.2280896
         1.1200000         0.2119060
         1.1300000         0.1942260
         1.1400000         0.1736661
         1.1410000         0.1712499
         1.1420000         0.1686951
         1.1430000         0.1659446
         1.1440000         0.1628808
         1.1450000         0.1591172
